,Unnamed: 0,Session_ID,User_ID,Visit_date,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Landing_Page,Exit_Page,Bounce,New_or_Returning,Conversation,Pages_Visited,Session_Duration,Page_Views,Clicks,Revenue
175,175,ses0176,usd0176,2025-11-24,Desktop,Opera,MacOS,Paid search,US,Mumbai,Contact,Services,No,New Visitor,No,12,43,14,34,8821
176,176,ses0177,usd0177,2025-10-08,Desktop,Edge,Linux,Social media,Australia,Hyderabad,Blog,Products,Yes,New Visitor,Yes,90,46,9,21,7157
177,177,ses0178,usd0178,2025-02-27,Tablet,Opera,iOS,Referral,Germany,New York,Services,Home,No,Returning Visitor,Yes,37,4,19,6,2144
178,178,ses0179,usd0179,2025-09-19,Desktop,Opera,MacOS,Social media,Germany,Chennai,About us,Services,Yes,Returning Visitor,Yes,61,30,22,30,9873
179,179,ses0180,usd0180,2025-06-28,Tablet,Edge,MacOS,Direct,Singapore,London,Products,Contact,No,Returning Visitor,No,18,35,22,6,8668
180,180,ses0181,usd0181,2025-06-02,Mobile,Edge,Android,Direct,India,Hyderabad,About us,Home,No,New Visitor,No,10,46,9,29,2035
181,181,ses0182,usd0182,2025-02-11,Tablet,Edge,Windows,Email marketing,Australia,New York,Products,Products,No,Returning Visitor,Yes,24,20,21,25,9181
182,182,ses0183,usd0183,2025-05-06,Desktop,Safari,Windows,Direct,Australia,Mumbai,Login,Blog,No,Returning Visitor,Yes,85,58,17,8,8249
183,183,ses0184,usd0184,2025-08-15,Tablet,Safari,iOS,Direct,US,London,Contact,Contact,No,Returning Visitor,Yes,39,16,14,22,3872
184,184,ses0185,usd0185,2025-10-16,Desktop,Opera,Linux,Paid search,Australia,Bangalore,Login,Contact,No,New Visitor,No,38,49,10,9,1555
185,185,ses0186,usd0186,2025-11-05,Tablet,Chrome,iOS,Referral,India,London,Blog,Products,Yes,New Visitor,No,23,51,7,48,8640
186,186,ses0187,usd0187,2025-03-01,Mobile,Opera,Windows,Paid search,India,New York,Services,Contact,Yes,Returning Visitor,Yes,44,25,2,27,4422
187,187,ses0188,usd0188,2025-02-28,Tablet,Opera,Linux,Email marketing,Germany,Hyderabad,Login,Blog,No,New Visitor,Yes,39,8,19,43,8475
188,188,ses0189,usd0189,2025-05-31,Tablet,Opera,Windows,Referral,Australia,Sydney,Pricing,Blog,Yes,Returning Visitor,No,53,31,10,30,5278
189,189,ses0190,usd0190,2025-08-01,Tablet,Edge,Android,Email marketing,Germany,Delhi,Products,Home,No,Returning Visitor,Yes,52,19,9,39,7562
190,190,ses0191,usd0191,2025-12-09,Tablet,Edge,Android,Email marketing,Canada,Mumbai,Home,Products,No,New Visitor,Yes,80,28,7,25,2670
191,191,ses0192,usd0192,2025-09-23,Mobile,Firefox,iOS,Social media,India,New York,About us,Services,Yes,Returning Visitor,No,22,23,9,25,6092
192,192,ses0193,usd0193,2025-07-22,Desktop,Opera,Linux,Organic search,India,Hyderabad,Contact,Home,Yes,Returning Visitor,Yes,48,44,9,14,6047
193,193,ses0194,usd0194,2025-12-09,Tablet,Chrome,Android,Email marketing,US,Chennai,About us,Home,Yes,New Visitor,No,22,39,16,39,9835
194,194,ses0195,usd0195,2025-07-08,Desktop,Opera,Android,Organic search,Singapore,Bangalore,Blog,Blog,Yes,New Visitor,Yes,56,36,13,48,1012
195,195,ses0196,usd0196,2025-11-03,Tablet,Firefox,iOS,Email marketing,UK,Mumbai,Blog,Blog,No,New Visitor,No,67,55,24,4,573
196,196,ses0197,usd0197,2025-04-12,Desktop,Chrome,iOS,Social media,Australia,New York,Login,Contact,Yes,Returning Visitor,Yes,70,24,11,44,943
197,197,ses0198,usd0198,2025-10-29,Tablet,Opera,Windows,Organic search,Canada,Bangalore,Products,Pricing,No,New Visitor,No,93,23,20,41,576
198,198,ses0199,usd0199,2025-07-06,Mobile,Safari,Android,Email marketing,Canada,Mumbai,About us,Products,Yes,Returning Visitor,No,24,55,16,36,5419
199,199,ses0200,usd0200,2025-12-16,Tablet,Safari,Windows,Paid search,Germany,Delhi,Contact,Products,No,Returning Visitor,Yes,38,33,3,36,1959
200,200,ses0201,usd0201,2025-06-12,Tablet,Safari,Windows,Organic search,Germany,Sydney,Home,Home,Yes,New Visitor,Yes,8,4,19,9,1848
201,201,ses0202,usd0202,2025-11-24,Tablet,Chrome,MacOS,Social media,US,Bangalore,Services,Home,No,New Visitor,No,12,33,9,44,1928
202,202,ses0203,usd0203,2025-02-08,Tablet,Chrome,Linux,Organic search,US,New York,Services,Blog,No,New Visitor,Yes,79,48,5,23,9733
203,203,ses0204,usd0204,2025-09-26,Desktop,Edge,Linux,Organic search,India,Hyderabad,Products,Products,Yes,Returning Visitor,Yes,18,25,6,40,945
204,204,ses0205,usd0205,2025-08-13,Tablet,Chrome,Windows,Paid search,India,Singapore,Blog,Blog,Yes,New Visitor,No,52,37,11,31,2834
205,205,ses0206,usd0206,2025-07-05,Desktop,Opera,Windows,Social media,US,London,About us,Services,No,Returning Visitor,No,14,26,20,22,8832
206,206,ses0207,usd0207,2025-02-26,Desktop,Chrome,Windows,Organic search,US,Bangalore,Login,Home,Yes,Returning Visitor,No,8,4,13,39,4308
207,207,ses0208,usd0208,2025-10-14,Desktop,Opera,Windows,Organic search,Singapore,Sydney,Services,Services,Yes,Returning Visitor,Yes,64,49,3,14,3817
208,208,ses0209,usd0209,2025-01-16,Mobile,Firefox,Windows,Paid search,Germany,London,Services,Home,No,New Visitor,Yes,57,44,8,14,5573
209,209,ses0210,usd0210,2025-02-26,Tablet,Chrome,iOS,Email marketing,US,Mumbai,Login,Contact,No,New Visitor,Yes,93,26,12,4,4756
210,210,ses0211,usd0211,2025-08-31,Desktop,Chrome,Android,Organic search,Germany,Singapore,Pricing,Blog,Yes,Returning Visitor,No,83,20,19,46,7424
211,211,ses0212,usd0212,2025-05-25,Tablet,Safari,Linux,Direct,Singapore,New York,Services,Blog,Yes,New Visitor,Yes,54,42,20,32,7712
212,212,ses0213,usd0213,2025-12-17,Tablet,Safari,Windows,Social media,Canada,New York,About us,Services,No,New Visitor,No,90,42,5,42,3364
213,213,ses0214,usd0214,2025-11-07,Tablet,Edge,Linux,Direct,UK,New York,Products,Home,Yes,New Visitor,Yes,30,52,5,42,6559
214,214,ses0215,usd0215,2025-01-18,Desktop,Firefox,Android,Organic search,Australia,Hyderabad,Login,Contact,No,Returning Visitor,No,73,31,19,47,389
215,215,ses0216,usd0216,2025-09-22,Tablet,Firefox,Linux,Direct,US,Hyderabad,Login,Products,No,New Visitor,No,44,43,13,40,7675
216,216,ses0217,usd0217,2025-11-06,Mobile,Firefox,MacOS,Social media,Australia,Bangalore,Home,Home,No,Returning Visitor,Yes,96,4,23,29,6870
217,217,ses0218,usd0218,2025-10-03,Desktop,Opera,Linux,Social media,Canada,Chennai,Blog,Pricing,No,New Visitor,Yes,26,32,16,12,8125
218,218,ses0219,usd0219,2025-08-13,Desktop,Firefox,Linux,Paid search,India,Singapore,Pricing,Products,No,New Visitor,Yes,96,10,8,32,3236
219,219,ses0220,usd0220,2025-10-22,Desktop,Edge,MacOS,Organic search,UK,Chennai,Login,Services,No,Returning Visitor,No,45,47,21,30,9801
220,220,ses0221,usd0221,2025-03-10,Tablet,Edge,Windows,Paid search,India,Bangalore,Blog,Blog,Yes,New Visitor,No,34,27,23,18,6269
221,221,ses0222,usd0222,2025-04-30,Mobile,Chrome,Linux,Direct,Canada,Singapore,Blog,Home,Yes,New Visitor,Yes,34,48,20,33,2139
222,222,ses0223,usd0223,2025-06-20,Desktop,Edge,iOS,Email marketing,Germany,Bangalore,Blog,Home,No,Returning Visitor,No,84,48,7,17,2761
223,223,ses0224,usd0224,2025-11-08,Tablet,Edge,MacOS,Paid search,Canada,Singapore,Services,Home,No,Returning Visitor,Yes,77,26,24,32,6451
224,224,ses0225,usd0225,2025-12-15,Tablet,Opera,Android,Referral,Germany,Delhi,Pricing,Pricing,Yes,New Visitor,No,89,15,12,33,9363
225,225,ses0226,usd0226,2025-08-17,Desktop,Firefox,Android,Email marketing,Singapore,London,Blog,Services,No,New Visitor,No,28,20,10,7,1836
226,226,ses0227,usd0227,2025-11-30,Tablet,Firefox,iOS,Direct,Canada,Singapore,About us,Home,No,New Visitor,Yes,60,3,13,26,9202
227,227,ses0228,usd0228,2025-12-09,Desktop,Opera,iOS,Referral,Australia,Delhi,Pricing,Contact,Yes,Returning Visitor,Yes,15,36,19,24,9666
228,228,ses0229,usd0229,2025-04-30,Desktop,Opera,Windows,Referral,Australia,New York,Login,Products,Yes,Returning Visitor,No,74,33,21,47,3204
229,229,ses0230,usd0230,2025-12-19,Desktop,Safari,MacOS,Social media,Germany,Chennai,Blog,Pricing,Yes,Returning Visitor,Yes,42,51,17,12,8496
230,230,ses0231,usd0231,2025-04-03,Desktop,Opera,Windows,Direct,Singapore,Mumbai,Contact,Pricing,Yes,Returning Visitor,No,50,45,7,10,9192
231,231,ses0232,usd0232,2025-05-10,Tablet,Firefox,Windows,Email marketing,Singapore,Chennai,Home,Contact,No,New Visitor,Yes,19,47,14,45,2025
232,232,ses0233,usd0233,2025-02-15,Tablet,Safari,iOS,Social media,UK,Sydney,About us,Blog,Yes,New Visitor,No,65,47,1,42,1726
233,233,ses0234,usd0234,2025-09-22,Tablet,Safari,Windows,Organic search,Canada,London,About us,Products,Yes,New Visitor,Yes,77,29,2,23,9044
234,234,ses0235,usd0235,2025-12-18,Desktop,Safari,Windows,Social media,US,Chennai,Home,Blog,No,New Visitor,No,56,47,4,20,7722
235,235,ses0236,usd0236,2025-02-28,Mobile,Chrome,Linux,Direct,Canada,London,About us,Products,Yes,Returning Visitor,Yes,50,56,20,21,3020
236,236,ses0237,usd0237,2025-03-18,Desktop,Firefox,Windows,Referral,Singapore,Delhi,About us,Products,No,New Visitor,No,81,43,12,34,9660
237,237,ses0238,usd0238,2025-01-22,Tablet,Safari,Windows,Referral,Australia,Mumbai,Login,Blog,No,Returning Visitor,No,76,25,6,25,5827
238,238,ses0239,usd0239,2025-11-08,Tablet,Safari,Linux,Social media,UK,Bangalore,Login,Pricing,No,New Visitor,No,53,43,13,29,937
239,239,ses0240,usd0240,2025-09-24,Mobile,Firefox,iOS,Direct,Canada,Bangalore,Home,Home,Yes,New Visitor,Yes,64,27,14,15,8844
240,240,ses0241,usd0241,2025-01-02,Desktop,Edge,Windows,Social media,US,Delhi,Pricing,Products,Yes,New Visitor,Yes,95,10,16,25,4266
241,241,ses0242,usd0242,2025-02-06,Tablet,Opera,Windows,Organic search,India,Bangalore,Contact,Pricing,Yes,New Visitor,No,34,16,24,42,5991
242,242,ses0243,usd0243,2025-01-16,Tablet,Safari,Linux,Paid search,Singapore,Delhi,Services,Blog,No,Returning Visitor,Yes,45,2,10,11,6235
243,243,ses0244,usd0244,2025-01-23,Desktop,Chrome,iOS,Social media,UK,London,Home,Contact,Yes,New Visitor,No,54,9,23,35,1883
244,244,ses0245,usd0245,2025-09-10,Tablet,Safari,Windows,Paid search,Singapore,Sydney,Contact,Home,Yes,New Visitor,Yes,16,46,5,35,6870
245,245,ses0246,usd0246,2025-09-11,Desktop,Chrome,Windows,Social media,US,Delhi,Contact,Pricing,No,Returning Visitor,Yes,2,1,24,6,5544
246,246,ses0247,usd0247,2025-07-23,Tablet,Edge,MacOS,Organic search,UK,New York,Services,Pricing,No,Returning Visitor,No,82,6,13,26,7837
247,247,ses0248,usd0248,2025-07-11,Tablet,Chrome,MacOS,Referral,Canada,Mumbai,Contact,Home,Yes,New Visitor,No,25,53,21,49,1672
248,248,ses0249,usd0249,2025-04-13,Tablet,Opera,Windows,Direct,India,Mumbai,Home,Blog,Yes,Returning Visitor,No,4,38,4,8,4969
249,249,ses0250,usd0250,2025-10-12,Mobile,Safari,Windows,Paid search,Australia,Singapore,Blog,Contact,Yes,New Visitor,No,61,57,6,14,5484
250,250,ses0251,usd0251,2025-07-15,Mobile,Chrome,iOS,Referral,India,New York,Contact,Contact,No,New Visitor,Yes,17,53,20,3,3151
251,251,ses0252,usd0252,2025-04-05,Mobile,Edge,Android,Email marketing,India,Sydney,About us,Contact,Yes,Returning Visitor,Yes,20,17,23,1,6475
252,252,ses0253,usd0253,2025-08-30,Mobile,Safari,Linux,Email marketing,Germany,New York,Blog,Pricing,Yes,New Visitor,Yes,90,51,19,33,7984
253,253,ses0254,usd0254,2025-07-08,Tablet,Edge,iOS,Referral,US,Singapore,Services,Blog,No,Returning Visitor,No,90,46,13,2,1758
254,254,ses0255,usd0255,2025-09-21,Mobile,Firefox,iOS,Direct,US,Mumbai,Services,Blog,No,Returning Visitor,No,79,45,5,43,831
255,255,ses0256,usd0256,2025-10-28,Mobile,Safari,MacOS,Email marketing,Germany,Chennai,Login,Contact,No,New Visitor,No,21,17,1,16,6253
256,256,ses0257,usd0257,2025-08-04,Tablet,Chrome,Android,Social media,US,Singapore,Pricing,Home,Yes,New Visitor,Yes,75,47,3,45,9634
257,257,ses0258,usd0258,2025-12-30,Tablet,Firefox,Android,Referral,UK,New York,Home,Pricing,Yes,New Visitor,Yes,92,32,6,32,9164
258,258,ses0259,usd0259,2025-06-24,Mobile,Edge,Android,Social media,Germany,Singapore,Services,Blog,No,Returning Visitor,Yes,72,59,7,21,1114
259,259,ses0260,usd0260,2025-01-24,Mobile,Safari,Android,Email marketing,India,Chennai,Contact,Contact,Yes,New Visitor,Yes,66,48,3,45,6331
260,260,ses0261,usd0261,2025-10-02,Desktop,Firefox,MacOS,Paid search,US,Delhi,Contact,Products,No,New Visitor,Yes,64,33,11,40,53
261,261,ses0262,usd0262,2025-01-11,Desktop,Chrome,Android,Organic search,Singapore,Sydney,Contact,Contact,Yes,New Visitor,Yes,54,29,10,4,7245
262,262,ses0263,usd0263,2025-05-08,Tablet,Chrome,Linux,Email marketing,US,Mumbai,Login,Contact,Yes,New Visitor,Yes,61,24,4,9,1318
263,263,ses0264,usd0264,2025-04-16,Mobile,Chrome,Windows,Paid search,US,London,About us,Services,No,New Visitor,Yes,72,34,15,44,9427
264,264,ses0265,usd0265,2025-12-20,Tablet,Chrome,Android,Organic search,Canada,New York,Contact,Home,No,Returning Visitor,No,59,56,15,16,4896
265,265,ses0266,usd0266,2025-03-14,Mobile,Firefox,Windows,Referral,India,Singapore,Services,Blog,No,New Visitor,Yes,41,20,15,35,2176
266,266,ses0267,usd0267,2025-08-11,Tablet,Chrome,Android,Referral,India,Sydney,Login,Blog,No,Returning Visitor,No,71,7,5,2,1851
267,267,ses0268,usd0268,2025-03-16,Tablet,Opera,MacOS,Social media,Australia,Hyderabad,Login,Services,No,New Visitor,No,4,38,2,17,6840
268,268,ses0269,usd0269,2025-10-13,Mobile,Opera,iOS,Direct,Australia,London,Contact,Contact,Yes,Returning Visitor,Yes,74,23,19,1,6231
269,269,ses0270,usd0270,2025-11-12,Desktop,Firefox,iOS,Email marketing,US,Singapore,Login,Pricing,No,New Visitor,Yes,60,39,17,12,4435
270,270,ses0271,usd0271,2025-10-14,Mobile,Firefox,MacOS,Referral,US,Chennai,Blog,Blog,No,Returning Visitor,Yes,75,13,11,46,2289
271,271,ses0272,usd0272,2025-11-23,Desktop,Opera,iOS,Social media,Singapore,Hyderabad,About us,Pricing,Yes,New Visitor,No,7,57,10,46,5671
272,272,ses0273,usd0273,2025-09-09,Mobile,Safari,Linux,Organic search,Singapore,Bangalore,Home,Contact,No,New Visitor,No,93,22,6,41,4243
273,273,ses0274,usd0274,2025-10-15,Tablet,Firefox,Windows,Referral,Australia,Hyderabad,Contact,Home,Yes,New Visitor,No,66,30,5,3,210
274,274,ses0275,usd0275,2025-09-20,Desktop,Opera,Linux,Email marketing,UK,New York,Login,Pricing,No,Returning Visitor,No,23,57,9,13,3584
275,275,ses0276,usd0276,2025-12-29,Mobile,Edge,iOS,Social media,Australia,Sydney,Products,Contact,Yes,Returning Visitor,Yes,4,50,8,17,1483
276,276,ses0277,usd0277,2025-11-14,Mobile,Safari,Android,Email marketing,Australia,London,Blog,Services,Yes,Returning Visitor,Yes,20,39,12,46,7345
277,277,ses0278,usd0278,2025-07-08,Mobile,Opera,MacOS,Email marketing,Australia,Delhi,Login,Services,No,Returning Visitor,No,68,30,17,39,3279
278,278,ses0279,usd0279,2025-07-08,Tablet,Edge,MacOS,Organic search,India,Sydney,Contact,Services,Yes,New Visitor,Yes,49,6,5,5,8821
279,279,ses0280,usd0280,2025-01-19,Mobile,Firefox,Android,Direct,India,Singapore,Login,Products,No,Returning Visitor,No,16,39,24,42,9926
280,280,ses0281,usd0281,2025-04-13,Tablet,Chrome,Windows,Referral,Germany,New York,Contact,Services,Yes,Returning Visitor,Yes,74,47,12,11,3443
281,281,ses0282,usd0282,2025-02-17,Mobile,Firefox,Windows,Email marketing,Singapore,Singapore,About us,Products,No,Returning Visitor,Yes,56,4,11,33,534
282,282,ses0283,usd0283,2025-05-26,Mobile,Opera,Android,Referral,India,New York,Contact,Blog,Yes,Returning Visitor,Yes,67,59,10,11,3015
283,283,ses0284,usd0284,2025-04-13,Desktop,Edge,MacOS,Email marketing,India,Bangalore,Products,Services,Yes,New Visitor,No,81,57,24,11,6906
284,284,ses0285,usd0285,2025-12-26,Tablet,Firefox,MacOS,Email marketing,Germany,New York,Products,Services,No,Returning Visitor,No,84,39,19,23,9446
285,285,ses0286,usd0286,2025-02-11,Desktop,Edge,iOS,Direct,Singapore,Bangalore,Contact,Blog,Yes,New Visitor,Yes,73,56,21,22,3843
286,286,ses0287,usd0287,2025-06-26,Tablet,Safari,Android,Social media,India,Bangalore,Home,Contact,Yes,Returning Visitor,Yes,83,34,12,2,8253
287,287,ses0288,usd0288,2025-07-12,Desktop,Opera,iOS,Social media,Canada,Delhi,Pricing,Contact,Yes,Returning Visitor,Yes,44,50,24,12,6471
288,288,ses0289,usd0289,2025-12-28,Tablet,Opera,MacOS,Referral,UK,Delhi,Contact,Pricing,No,New Visitor,No,7,43,20,13,9082
289,289,ses0290,usd0290,2025-01-25,Desktop,Safari,Windows,Organic search,UK,Sydney,Home,Services,Yes,New Visitor,No,59,37,20,2,8092
290,290,ses0291,usd0291,2025-05-23,Tablet,Safari,iOS,Direct,US,London,About us,Blog,Yes,Returning Visitor,No,25,25,23,4,9814
291,291,ses0292,usd0292,2025-12-04,Tablet,Firefox,MacOS,Paid search,Australia,Chennai,Contact,Contact,No,New Visitor,Yes,59,22,20,37,2906
292,292,ses0293,usd0293,2025-08-02,Tablet,Edge,Android,Email marketing,US,New York,Services,Contact,No,New Visitor,No,47,12,16,24,5795
293,293,ses0294,usd0294,2025-11-06,Tablet,Safari,MacOS,Organic search,Germany,Singapore,Contact,Home,No,New Visitor,Yes,78,53,17,21,7574
294,294,ses0295,usd0295,2025-02-27,Tablet,Opera,Android,Direct,Australia,Delhi,About us,Blog,No,Returning Visitor,No,70,14,2,27,9093
295,295,ses0296,usd0296,2025-10-07,Tablet,Opera,Android,Organic search,Australia,Mumbai,Services,Home,No,New Visitor,No,6,50,16,35,6846
296,296,ses0297,usd0297,2025-10-09,Mobile,Chrome,iOS,Paid search,UK,Mumbai,Blog,Pricing,Yes,New Visitor,Yes,63,20,4,26,673
297,297,ses0298,usd0298,2025-12-30,Desktop,Firefox,Linux,Referral,Singapore,Chennai,About us,Home,Yes,New Visitor,No,68,16,2,4,650
298,298,ses0299,usd0299,2025-02-16,Tablet,Firefox,Android,Referral,UK,Mumbai,Contact,Contact,Yes,New Visitor,No,1,52,19,19,6422
299,299,ses0300,usd0300,2025-01-16,Mobile,Opera,iOS,Direct,India,Bangalore,Pricing,Contact,No,New Visitor,No,22,40,14,35,9218
300,300,ses0301,usd0301,2025-08-15,Tablet,Firefox,MacOS,Email marketing,US,Chennai,Login,Pricing,Yes,New Visitor,No,98,23,12,20,9621
301,301,ses0302,usd0302,2025-06-26,Desktop,Safari,Linux,Referral,UK,Bangalore,Contact,Services,No,New Visitor,No,15,24,16,21,3388
302,302,ses0303,usd0303,2025-01-04,Mobile,Edge,iOS,Paid search,Australia,Singapore,Login,Contact,Yes,New Visitor,Yes,60,21,24,32,4184
303,303,ses0304,usd0304,2025-01-06,Mobile,Firefox,Android,Paid search,India,Bangalore,About us,Blog,Yes,New Visitor,Yes,5,1,13,22,808
304,304,ses0305,usd0305,2025-06-15,Tablet,Edge,iOS,Email marketing,Germany,London,About us,Services,No,New Visitor,Yes,6,21,18,13,4397
305,305,ses0306,usd0306,2025-07-27,Desktop,Edge,MacOS,Social media,UK,Delhi,Blog,Contact,Yes,Returning Visitor,Yes,55,14,10,2,9876
306,306,ses0307,usd0307,2025-06-08,Mobile,Firefox,MacOS,Paid search,UK,Chennai,Blog,Home,No,Returning Visitor,No,72,12,10,2,9184
307,307,ses0308,usd0308,2025-08-23,Desktop,Safari,MacOS,Referral,Singapore,London,Products,Services,Yes,Returning Visitor,Yes,20,5,18,49,1156
308,308,ses0309,usd0309,2025-02-07,Mobile,Edge,iOS,Direct,UK,Sydney,Pricing,Services,No,New Visitor,Yes,71,43,15,13,1278
309,309,ses0310,usd0310,2025-03-21,Tablet,Firefox,iOS,Referral,Australia,Chennai,Login,Blog,No,New Visitor,Yes,48,54,3,11,367
310,310,ses0311,usd0311,2025-08-02,Tablet,Safari,iOS,Paid search,US,New York,About us,Products,Yes,New Visitor,No,47,1,20,33,5421
311,311,ses0312,usd0312,2025-03-03,Mobile,Chrome,Windows,Organic search,India,Singapore,Services,Contact,Yes,Returning Visitor,Yes,51,10,21,13,1269
312,312,ses0313,usd0313,2025-01-16,Tablet,Opera,Android,Paid search,Singapore,London,About us,Services,No,Returning Visitor,Yes,76,48,11,10,2924
313,313,ses0314,usd0314,2025-12-01,Desktop,Chrome,MacOS,Social media,Germany,Chennai,Products,Contact,Yes,Returning Visitor,Yes,2,21,15,9,7186
314,314,ses0315,usd0315,2025-10-30,Mobile,Opera,Android,Organic search,Singapore,Delhi,Home,Home,No,Returning Visitor,No,77,40,8,7,4650
315,315,ses0316,usd0316,2025-04-10,Desktop,Safari,iOS,Referral,Canada,Sydney,Services,Home,No,New Visitor,Yes,88,47,23,5,3451
316,316,ses0317,usd0317,2025-11-04,Desktop,Opera,MacOS,Social media,India,Singapore,Contact,Blog,Yes,Returning Visitor,Yes,59,14,3,19,85
317,317,ses0318,usd0318,2025-02-24,Mobile,Opera,iOS,Email marketing,US,Singapore,Blog,Contact,Yes,Returning Visitor,No,3,36,1,15,5073
318,318,ses0319,usd0319,2025-09-04,Desktop,Opera,iOS,Referral,UK,Delhi,Contact,Blog,Yes,Returning Visitor,No,45,21,13,13,5091
319,319,ses0320,usd0320,2025-01-01,Tablet,Edge,Linux,Referral,Canada,New York,Pricing,Products,Yes,Returning Visitor,Yes,60,9,11,39,3273
320,320,ses0321,usd0321,2025-02-23,Desktop,Edge,Android,Referral,Singapore,Hyderabad,Login,Services,Yes,Returning Visitor,No,41,49,2,25,338
321,321,ses0322,usd0322,2025-03-17,Desktop,Opera,Android,Social media,Australia,Singapore,About us,Contact,No,Returning Visitor,Yes,33,31,23,37,7876
322,322,ses0323,usd0323,2025-01-22,Desktop,Safari,Android,Direct,Canada,London,Contact,Services,Yes,New Visitor,Yes,45,43,23,46,5419
323,323,ses0324,usd0324,2025-06-12,Desktop,Safari,iOS,Organic search,UK,Mumbai,Login,Contact,No,Returning Visitor,Yes,86,52,17,40,2818
324,324,ses0325,usd0325,2025-06-14,Tablet,Firefox,Windows,Paid search,India,London,Products,Home,Yes,Returning Visitor,No,20,1,19,48,5205
325,325,ses0326,usd0326,2025-08-14,Desktop,Opera,iOS,Social media,Germany,Delhi,About us,Blog,No,Returning Visitor,No,2,37,20,6,2277
326,326,ses0327,usd0327,2025-08-08,Mobile,Edge,iOS,Paid search,UK,Delhi,Services,Blog,Yes,New Visitor,No,48,7,6,36,1800
327,327,ses0328,usd0328,2025-12-08,Mobile,Opera,Windows,Referral,Germany,Delhi,Products,Products,No,New Visitor,No,92,35,14,31,1369
328,328,ses0329,usd0329,2025-09-24,Tablet,Safari,Windows,Organic search,US,New York,About us,Services,Yes,Returning Visitor,Yes,45,59,5,26,6352
329,329,ses0330,usd0330,2025-10-03,Tablet,Chrome,Windows,Organic search,Australia,London,Products,Products,No,New Visitor,Yes,64,48,22,31,2111
330,330,ses0331,usd0331,2025-10-12,Desktop,Opera,Linux,Paid search,Singapore,Delhi,Pricing,Pricing,Yes,Returning Visitor,Yes,18,55,18,39,841
